lsoa11,Gender,Age,n
E01027296,Male (including trans man),81,1
E01027296,Male (including trans man),83,1
E01027296,Male (including trans man),84,2
E01027296,Male (including trans man),88,1
E01027296,Male (including trans man),89,2
E01027296,Female (including trans woman),12,1
E01027296,Female (including trans woman),14,2
E01027296,Female (including trans woman),15,2
E01027296,Female (including trans woman),17,1
E01027296,Female (including trans woman),18,2
E01027296,Female (including trans woman),20,1
E01027296,Female (including trans woman),23,1
E01027296,Female (including trans woman),26,1
E01027296,Female (including trans woman),28,1
E01027296,Female (including trans woman),30,1
E01027296,Female (including trans woman),32,1
E01027296,Female (including trans woman),35,2
E01027296,Female (including trans woman),36,1
E01027296,Female (including trans woman),37,1
E01027296,Female (including trans woman),43,1
E01027296,Female (including trans woman),44,1
E01027296,Female (including trans woman),45,1
E01027296,Female (including trans woman),51,1
E01027296,Female (including trans woman),59,1
E01027296,Female (including trans woman),60,1
E01027296,Female (including trans woman),62,1
E01027296,Female (including trans woman),64,2
E01027296,Female (including trans woman),67,1
E01027296,Female (including trans woman),68,1
E01027296,Female (including trans woman),71,1
E01027296,Female (including trans woman),76,1
E01027296,Female (including trans woman),78,3
E01027296,Female (including trans woman),86,1
E01027296,Female (including trans woman),88,2
E01027296,Non-binary,42,1
E01027296,Other (not listed),33,1
E01027304,Male (including trans man),14,2
E01027304,Male (including trans man),16,1
E01027304,Male (including trans man),17,2
E01027304,Male (including trans man),21,2
E01027304,Male (including trans man),22,1
E01027304,Male (including trans man),24,1
E01027304,Male (including trans man),25,1
E01027304,Male (including trans man),28,1
E01027304,Male (including trans man),29,1
E01027304,Male (including trans man),30,2
E01027304,Male (including trans man),31,1
E01027304,Male (including trans man),35,1
E01027304,Male (including trans man),38,1
E01027304,Male (including trans man),40,1
E01027304,Male (including trans man),45,1
E01027304,Male (including trans man),48,1
E01027304,Male (including trans man),54,1
E01027304,Male (including trans man),58,1
E01027304,Male (including trans man),59,1
E01027304,Male (including trans man),61,1
E01027304,Male (including trans man),71,1
E01027304,Male (including trans man),77,2
E01027304,Male (including trans man),78,1
E01027304,Male (including trans man),80,1
E01027304,Male (including trans man),82,1
E01027304,Male (including trans man),86,1
E01027304,Female (including trans woman),12,1
E01027304,Female (including trans woman),19,1
E01027304,Female (including trans woman),20,1
E01027304,Female (including trans woman),26,1
E01027304,Female (including trans woman),27,1
E01027304,Female (including trans woman),29,1
E01027304,Female (including trans woman),31,1
E01027304,Female (including trans woman),36,2
E01027304,Female (including trans woman),49,1
E01027304,Female (including trans woman),55,1
E01027304,Female (including trans woman),57,1
E01027304,Female (including trans woman),58,1
E01027304,Female (including trans woman),59,2
E01027304,Female (including trans woman),63,1
E01027304,Female (including trans woman),65,1
E01027304,Female (including trans woman),69,1
E01027304,Female (including trans woman),71,1
E01027304,Female (including trans woman),73,1
E01027304,Female (including trans woman),75,1
E01027304,Female (including trans woman),80,1
E01027304,Female (including trans woman),86,1
E01027304,Non-binary,51,1
E01027304,Non-binary,55,1
E01027304,Non-binary,74,1
E01027304,Other (not listed),35,1
E01027304,Not known or not stated,18,1
E01027305,Male (including trans man),12,1
E01027305,Male (including trans man),13,2
E01027305,Male (including trans man),14,4
E01027305,Male (including trans man),15,3
E01027305,Male (including trans man),17,1
E01027305,Male (including trans man),19,3
E01027305,Male (including trans man),20,2
E01027305,Male (including trans man),21,1
E01027305,Male (including trans man),22,3
E01027305,Male (including trans man),23,3
E01027305,Male (including trans man),24,4
E01027305,Male (including trans man),26,4
E01027305,Male (including trans man),27,2
E01027305,Male (including trans man),28,3
E01027305,Male (including trans man),30,2
E01027305,Male (including trans man),31,2
E01027305,Male (including trans man),32,1
E01027305,Male (including trans man),33,3
E01027305,Male (including trans man),34,1
E01027305,Male (including trans man),35,2
E01027305,Male (including trans man),36,1
E01027305,Male (including trans man),38,1
E01027305,Male (including trans man),39,2
E01027305,Male (including trans man),40,1
E01027305,Male (including trans man),41,1
E01027305,Male (including trans man),42,1
E01027305,Male (including trans man),43,4
E01027305,Male (including trans man),44,2
E01027305,Male (including trans man),45,3
E01027305,Male (including trans man),46,2
E01027305,Male (including trans man),47,2
E01027305,Male (including trans man),48,1
E01027305,Male (including trans man),49,2
E01027305,Male (including trans man),51,2
E01027305,Male (including trans man),53,1
E01027305,Male (including trans man),54,1
E01027305,Male (including trans man),55,1
E01027305,Male (including trans man),56,2
E01027305,Male (including trans man),57,3
E01027305,Male (including trans man),59,2
E01027305,Male (including trans man),60,2
E01027305,Male (including trans man),61,2
E01027305,Male (including trans man),62,2
E01027305,Male (including trans man),63,2
E01027305,Male (including trans man),64,1
E01027305,Male (including trans man),65,2
E01027305,Male (including trans man),67,1
E01027305,Male (including trans man),68,2
E01027305,Male (including trans man),69,2
E01027305,Male (including trans man),70,1
E01027305,Male (including trans man),71,1
E01027305,Male (including trans man),72,2
E01027305,Male (including trans man),73,2
E01027305,Male (including trans man),74,3
E01027305,Male (including trans man),76,2
E01027305,Male (including trans man),77,2
E01027305,Male (including trans man),79,2
E01027305,Male (including trans man),80,2
E01027305,Male (including trans man),81,3
E01027305,Male (including trans man),82,1
E01027305,Male (including trans man),83,2
E01027305,Male (including trans man),84,1
E01027305,Male (including trans man),85,3
E01027305,Male (including trans man),86,3
E01027305,Male (including trans man),87,4
E01027305,Female (including trans woman),12,1
E01027305,Female (including trans woman),13,1
E01027305,Female (including trans woman),14,5
E01027305,Female (including trans woman),15,1
E01027305,Female (including trans woman),16,2
E01027305,Female (including trans woman),17,1
E01027305,Female (including trans woman),18,2
E01027305,Female (including trans woman),19,3
E01027305,Female (including trans woman),22,2
E01027305,Female (including trans woman),25,3
E01027305,Female (including trans woman),26,2
E01027305,Female (including trans woman),27,2
E01027305,Female (including trans woman),29,3
E01027305,Female (including trans woman),31,1
E01027305,Female (including trans woman),32,1
E01027305,Female (including trans woman),33,2
E01027305,Female (including trans woman),36,1
E01027305,Female (including trans woman),37,2
E01027305,Female (including trans woman),38,3
E01027305,Female (including trans woman),39,2
E01027305,Female (including trans woman),40,1
E01027305,Female (including trans woman),41,1
E01027305,Female (including trans woman),42,1
E01027305,Female (including trans woman),43,1
E01027305,Female (including trans woman),44,1
E01027305,Female (including trans woman),45,1
E01027305,Female (including trans woman),46,2
E01027305,Female (including trans woman),47,1
E01027305,Female (including trans woman),53,2
E01027305,Female (including trans woman),54,1
E01027305,Female (including trans woman),55,1
E01027305,Female (including trans woman),56,1
E01027305,Female (including trans woman),57,2
E01027305,Female (including trans woman),60,3
E01027305,Female (including trans woman),61,2
E01027305,Female (including trans woman),63,3
E01027305,Female (including trans woman),65,1
E01027305,Female (including trans woman),66,1
E01027305,Female (including trans woman),68,1
E01027305,Female (including trans woman),71,1
E01027305,Female (including trans woman),76,1
E01027305,Female (including trans woman),77,2
E01027305,Female (including trans woman),78,1
E01027305,Female (including trans woman),80,1
E01027305,Female (including trans woman),82,1
E01027305,Female (including trans woman),84,3
E01027305,Female (including trans woman),85,2
E01027305,Non-binary,49,1
E01027305,Non-binary,62,1
E01027305,Other (not listed),69,1
E01027305,Not known or not stated,14,1
E01027306,Male (including trans man),16,3
E01027306,Male (including trans man),22,1
E01027306,Male (including trans man),23,1
E01027306,Male (including trans man),24,1
E01027306,Male (including trans man),29,1
E01027306,Male (including trans man),32,1
E01027306,Male (including trans man),33,2
E01027306,Male (including trans man),36,1
E01027306,Male (including trans man),45,1
E01027306,Male (including trans man),52,2
E01027306,Male (including trans man),57,1
E01027306,Male (including trans man),59,1
E01027306,Male (including trans man),62,1
E01027306,Male (including trans man),67,1
E01027306,Male (including trans man),68,2
E01027306,Male (including trans man),69,2
E01027306,Male (including trans man),74,1
E01027306,Male (including trans man),80,1
E01027306,Male (including trans man),83,1
E01027306,Male (including trans man),85,1
E01027306,Female (including trans woman),13,1
E01027306,Female (including trans woman),14,1
E01027306,Female (including trans woman),16,1
E01027306,Female (including trans woman),27,1
E01027306,Female (including trans woman),29,1
E01027306,Female (including trans woman),37,1
E01027306,Female (including trans woman),40,1
E01027306,Female (including trans woman),41,1
E01027306,Female (including trans woman),50,1
E01027306,Female (including trans woman),61,1
E01027306,Female (including trans woman),66,1
E01027306,Female (including trans woman),70,1
E01027306,Female (including trans woman),72,1
E01027306,Female (including trans woman),74,1
E01027306,Female (including trans woman),78,1
E01027306,Female (including trans woman),87,1
